cusip,ric,Company Common Name,trbc_economic_sector,trbc_business_sector,trbc_industry_group,trbc_industry
318910106,FBNC.OQ,First Bancorp (North Carolina),Financials,Banking & Investment Services,Banking Services,Banks
318916103,FBMS.N^D25,First Bancshares Inc (Mississippi),Financials,Banking & Investment Services,Banking Services,Banks
31931U102,FRBA.OQ,FIRST BANK (Hamilton),Financials,Banking & Investment Services,Banking Services,Banks
319383105,,,,,,
319383204,BUSE.OQ,First Busey Corp,Financials,Banking & Investment Services,Banking Services,Banks
319390100,FBIZ.OQ,First Business Financial Services Inc,Financials,Banking & Investment Services,Banking Services,Banks
319395109,FCAL.OQ^F13,First California Financial Group Inc,Financials,Banking & Investment Services,Banking Services,Banks
31942D107,,,,,,
31946M103,FCNCA.OQ,First Citizens BancShares Inc (Delaware),Financials,Banking & Investment Services,Banking Services,Banks
319829107,FCF.N,First Commonwealth Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
319835104,FCCO.OQ,First Community Corp (South Carolina),Financials,Banking & Investment Services,Banking Services,Banks
31983A103,FCBC.OQ,First Community Bankshares Inc,Financials,Banking & Investment Services,Banking Services,Banks
31983B101,,,,,,
31986N102,FCCY.OQ^A22,1st Constitution Bancorp,Financials,Banking & Investment Services,Banking Services,Banks
31986R103,FCGI.OQ^A08,First Consulting Group Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
319963104,FDC.N^I07,First Data Corp,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
32006W106,,,,,,
32008D106,FDC.N^G19,First Data Corp,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
320209109,FFBC.OQ,First Financial Bancorp,Financials,Banking & Investment Services,Banking Services,Banks
32020R109,FFIN.OQ,First Financial Bankshares Inc,Financials,Banking & Investment Services,Banking Services,Banks
320218100,THFF.OQ,First Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
32022K102,FFNW.OQ^E25,First Financial Northwest Inc,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
320239106,FFCH.OQ^G13,First Financial Holdings Inc,Financials,Banking & Investment Services,Banking Services,Banks
32026V104,FFWM.N^D26,First Foundation Inc,Financials,Banking & Investment Services,Banking Services,Banks
320517105,FHN.N,First Horizon Corp,Financials,Banking & Investment Services,Banking Services,Banks
32051X108,FHB.OQ,First Hawaiian Inc,Financials,Banking & Investment Services,Banking Services,Banks
32054K103,FR.N,First Industrial Realty Trust Inc,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
320551104,DIBS.OQ,1stdibs.Com Inc,Technology,Software & IT Services,Software & IT Services,Online Services
320557101,INBK.OQ,First Internet Bancorp,Financials,Banking & Investment Services,Banking Services,Banks
32055Y201,FIBK.OQ,First Interstate Bancsystem Inc,Financials,Banking & Investment Services,Banking Services,Banks
320703101,CLDI.A,Calidi Biotherapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
320703119,CLDWW.PK,Calidi Biotherapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
320703200,FLAG_u.A^I23,Calidi Biotherapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
320703309,CLDI.A,Calidi Biotherapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
320734106,FLIC.OQ^F25,First of Long Island Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
32076V103,AG.TO,First Majestic Silver Corp,Basic Materials,Mineral Resources,Metals & Mining,Non-Gold Precious Metals & Minerals
320771108,,,,,,
320817109,FRME.OQ,First Merchants Corp,Financials,Banking & Investment Services,Banking Services,Banks
320866106,FMBH.OQ,First Mid Bancshares Inc,Financials,Banking & Investment Services,Banking Services,Banks
320867104,FMBI.OQ^B22,First Midwest Bancorp Inc,Financials,Banking & Investment Services,Banking Services,Banks
32106V107,FXNC.OQ,First National Corp,Financials,Banking & Investment Services,Banking Services,Banks
33582V108,FNFG.OQ^H16,First Niagara Financial Group Inc,Financials,Banking & Investment Services,Banking Services,Banks
33610F109,FPO^J17,First Potomac Realty Trust,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
336169107,FRSG.OQ^C23,First Reserve Sustainable Growth Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
336169115,FRSGW.OQ^C23,First Reserve Sustainable Growth Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
336169206,FRSGU.OQ^C23,First Reserve Sustainable Growth Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
33616C100,FRCB.PK,First Republic Bank,Financials,Banking & Investment Services,Banking Services,Banks
33621E109,FSFG.OQ^B26,First Savings Financial Group Inc,Financials,Banking & Investment Services,Banking Services,Banks
336312202,FSGI.OQ^K15,First Security Group Inc,Financials,Banking & Investment Services,Banking Services,Banks
336433107,FSLR.OQ,First Solar Inc,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
336901103,SRCE.OQ,1st Source Corp,Financials,Banking & Investment Services,Banking Services,Banks
336917109,FDL.P,First Tr Morningstar Dividend Leaders Index Fund,,,,
336920103,FPX.P,First Trust US Equity Opportunities ETF,,,,
33733B100,FIW.P,First Trust Water ETF,,,,
33733E203,FBT.P,First Trust NYSE Arca Biotechnology Index Fund,,,,
33733E302,FDN.P,First Trust Dow Jones Internet Index Fund,,,,
33733E401,QQXT.OQ,First Trust NASDAQ-100 Ex-Technology Sector Idx Fd,,,,
33733E807,FCG.P,First Trust Natural Gas ETF,,,,
337344105,QQEW.OQ,First Trust NASDAQ-100 Equal Weighted Index Fund,,,,
337345102,QTEC.OQ,First Trust NASDAQ-100-Technology Sector Index Fd,,,,
33734X101,FXD.P,First Trust Consumer Discretionary AlphaDEX Fund,,,,
33734X119,FXG.P,First Trust Consumer Staples Alphadex Fund,,,,
33734X143,FXH.P,First Trust Health Care AlphaDEX Fund,,,,
33734X168,FXZ.P,First Trust Materials Alphadex Fund,,,,
33734X184,FXU.P,First Trust Utilities AlphaDEX Fund,,,,
33734X192,SKYY.OQ,First Trust Cloud Computing ETF,,,,
33734X846,CIBR.OQ,First Trust NASDAQ Cybersecurity ETF,,,,
33734X853,FPXI.OQ,First Trust International Equity Opportunities ETF,,,,
33738D101,EMLP.P,First Trust North American Energy Infrastructure,,,,
33738R118,TDIV.OQ,First Trust NASDAQ Technology Dividend Index Fund,,,,
33738R407,FTQI.OQ,First Trust Nasdaq BuyWrite Income ETF,,,,
33738R704,AIRR.OQ,First Trust RBA Amer Industrial Renaissance ETF,,,,
33738R845,FTXN.OQ,First Trust NASDAQ Oil & Gas ETF,,,,
33740N105,FUBC.OQ^K14,1st United Bancorp Inc,Financials,Banking & Investment Services,Banking Services,Banks
33741H107,FUNC.OQ,First United Corp,Financials,Banking & Investment Services,Banking Services,Banks
33748L101,FWRG.OQ,First Watch Restaurant Group Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars
33751L105,MYFW.OQ,First Western Financial Inc,Financials,Banking & Investment Services,Banking Services,Banks
337655104,,FiscalNote Holdings Inc,Technology,Software & IT Services,Software & IT Services,Software
337655302,NOTE.PK,FiscalNote Holdings Inc,Technology,Software & IT Services,Software & IT Services,Software
33765Y101,,,,,,
33765Y119,,,,,,
33767D105,FCFS.MX^D22,FirstCash Inc,Financials,Banking & Investment Services,Banking Services,Consumer Lending
33767E103,,,,,,
33767E202,FSV.TO,FirstService Corp,Real Estate,Real Estate,Real Estate Operations,Real Estate Services
33767U107,FSUN.OQ,Firstsun Capital Bancorp,Financials,Banking & Investment Services,Banking Services,Banks
33768G107,FCFS.OQ,Firstcash Holdings Inc,Financials,Banking & Investment Services,Banking Services,Consumer Lending
337738108,FISV.OQ,Fiserv Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
337907109,FFEDQ.PK^L12,Firstfed Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
337915102,FMER.O^H16,FirstMerit Corp,Financials,Banking & Investment Services,Banking Services,Banks
337930507,,,,,,
337930705,FBC.N^L22,Flagstar Bancorp Inc,Financials,Banking & Investment Services,Banking Services,Banks
337932107,FE.N,FirstEnergy Corp,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
338032204,FSH.N^K06,Fisher Scientific International LLC,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
33812L102,FIT.N^A21,Fitbit LLC,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
33813J106,FSRNQ.PK^J24,Fisker Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
33813J114,FSR_t.N^D21,Fisker Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
33829M101,FIVE.OQ,Five Below Inc,Consumer Cyclicals,Retailers,Diversified Retail,Department Stores
338307101,FIVN.OQ,Five9 Inc,Technology,Software & IT Services,Software & IT Services,Software
33830Q109,,5E Advanced Materials Inc,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals
33830Q208,FEAM.OQ,5E Advanced Materials Inc,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals
33830T103,FSBC.OQ,Five Star Bancorp,Financials,Banking & Investment Services,Banking Services,Banks
33830X104,FPRX.OQ^D21,Five Prime Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
33832D106,,,,,,
33832D205,ALR.OQ^C23,AlerisLife Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
33833Q106,FPH.N,Five Point Holdings LLC,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations"
338488109,,,,,,
33850F108,,,,,,
33850F116,,,,,,
33850F207,FLME_u.N^B24,Sable Offshore Corp,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
339041105,,Corpay Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
339099103,FLTWQ.PK^H10,Fleetwood Enterprises Inc,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products
339382103,FLXS.OQ,Flexsteel Industries Inc,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings
33938A105,,,,,,
33938J106,FLXN.OQ^K21,Pacira Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
33938T104,FSI.A,Flexible Solutions International Inc,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
33939J303,FPAYQ.PK,FlexShopper Inc,Technology,Software & IT Services,Software & IT Services,Online Services
33939L407,GUNR.P,FlexShs Morningstar Glbl Upsteam Ntrl Res Idx Fd,,,,
339750101,FND.N,Floor & Decor Holdings Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers
341140101,FRK.N^K07,Florida Rock Industries Inc,Basic Materials,Mineral Resources,Construction Materials,Construction Materials
342909108,FLOC.N,Flowco Holdings Inc,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment
343389102,,,,,,
343389409,FTK.N,Flotek Industries Inc,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
343412102,FLR.N,Fluor Corp,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering
343468104,FLOW.OQ^B14,Flow International Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
343498101,FLO.N,Flowers Foods Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing
34354P105,FLS.N,Flowserve Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
34379V103,FLNC.OQ,Fluence Energy Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
34380C102,,,,,,
34385P108,LAB.OQ,Standard BioTools Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
343873105,FFIC.OQ,Flushing Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
343928115,FLYX_t.A,Flyexclusive Inc,Industrials,Transportation,Passenger Transportation Services,Airlines
344044102,PDYPY.PK^A24,Flutter Entertainment PLC,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming
344057302,FLUX.OQ,Flux Power Holdings Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
34407D109,FLY.N^H21,FLY Leasing Ltd,Financials,Banking & Investment Services,Banking Services,Corporate Financial Services
34407Y103,,,,,,
34407Y111,,,,,,
34407Y202,FEAC_u.N^L20,Skillz Inc,Technology,Software & IT Services,Software & IT Services,Online Services
34415V109,FMCN.OQ^E13,Focus Media Holding Ltd,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Advertising & Marketing
344174107,FHTX.OQ,Foghorn Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
344177100,FOGO.OQ^D18,Fogo De Chao Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars
34417J104,FCUV.OQ,Focus Universal Inc,Technology,Software & IT Services,Software & IT Services,Software
34417L109,DEVS.OQ,DevvStream Corp,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency
34417L117,FIACW.PK^K24,Focus Impact Acquisition Corp,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Blockchain & Cryptocurrency
34417P100,FOCS.OQ^I23,Focus Financial Partners Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
34431F104,,,,,,
34431F112,,,,,,
34431F203,WPF_u.N^G21,Alight Group Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Employment Services
344328109,,,,,,
344328117,,,,,,
344328208,BFT_u.N^C21,Paysafe Ltd,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech)
344419106,FMX.N,Fomento Economico Mexicano SAB de CV,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution
344437405,FONR.OQ,Fonar Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
344849104,FL.N^I25,Foot Locker Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers
345203202,FRPT.OQ^L11,Force Protection Inc,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
345370134,,Ford Motor Co,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
345370860,F.N,Ford Motor Co,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
345425102,FDG_u.TO^J08,Fording Canadian Coal Trust,Energy,Energy - Fossil Fuels,Coal,Coal
34552Y106,,,,,,
34553D101,FSCT.OQ^H20,ForeScout Technologies Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
345550107,FCEa^A16,Forest City Enterprises Inc,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations"
345605109,FCEa.N^L18,Forest City Realty Trust LLC,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
345838106,FRX.N^G14,Forest Laboratories Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
